country,cmdCode,ml_growth_prob
Australia,1213,0.5824650128682455
Australia,1301,0.5569930771986643
Australia,1302,0.6024391253789266
Australia,1401,0.4334385097026825
Australia,1404,0.7196387449900309
Australia,1501,0.6750568747520447
Australia,1502,0.3764094014962514
Australia,1503,0.5890054702758789
Australia,1504,0.4468684693177541
Australia,1506,0.3764926691850026
Australia,1508,0.3589911659558614
Australia,1509,0.383198340733846
Australia,1510,0.41899000604947406
Australia,1512,0.41245415806770325
Australia,1513,0.5967153708140055
Australia,1514,0.33895938595136005
Australia,1516,0.3838687042395274
Australia,1517,0.31867724657058716
Australia,1518,0.35708882411321
Australia,1520,0.37304310003916424
Australia,1521,0.39987756808598834
Australia,1601,0.3838687042395274
Australia,1602,0.3148826062679291
Australia,1603,0.3493161201477051
Australia,1604,0.66917484998703
Australia,1605,0.4398922026157379
Australia,1701,0.3450426558653514
Australia,1702,0.6100400884946188
Australia,1703,0.33607425292332965
Australia,1704,0.32532663146654767
Australia,1801,0.2981621325016022
Australia,1802,0.38414934277534485
Australia,1803,0.36571844418843585
Australia,1804,0.33002379536628723
Australia,1806,0.2928851346174876
Australia,1901,0.6846311092376709
Australia,1902,0.4966988464196523
Australia,1903,0.6546767354011536
Australia,1904,0.6851253906885783
Australia,2001,0.49930789073308307
Australia,2002,0.5398630301157633
Australia,2003,0.6951517264048258
Australia,2005,0.5147439241409302
Australia,2006,0.4446595807870229
Australia,2008,0.3606730004151662
Australia,2101,0.3314835826555888
Australia,2102,0.5901750127474467
Australia,2104,0.3838687042395274
Australia,2105,0.5850194493929545
Australia,2106,0.3706299265225728
Australia,2201,0.36359233657519024
Australia,2203,0.38195837537447613
Australia,2204,0.7470899820327759
Australia,2205,0.4397113124529521
Australia,2206,0.6624999046325684
Australia,2208,0.28705588976542157
Australia,2209,0.39216674367586773
Australia,2302,0.5924502412478129
Australia,2303,0.4384450912475586
Australia,2304,0.30049081643422443
Australia,2305,0.7799973686536154
Australia,2306,0.3838687042395274
Australia,2307,0.6942069331804911
Australia,2308,0.5600013534228007
Australia,2309,0.2715449531873067
Australia,2402,0.5369384984175364
Australia,2403,0.6642180681228638
Australia,2503,0.4056861599286397
Australia,2504,0.5065581103165945
Australia,2505,0.6955499649047852
Australia,2506,0.6616775989532471
Australia,2507,0.4180932442347209
Australia,2508,0.618254025777181
Australia,2509,0.5574941436449686
Australia,2510,0.27359282473723096
Australia,2511,0.4562318027019501
Australia,2512,0.5423901875813802
Australia,2513,0.3589911659558614
Australia,2514,0.7374512751897176
Australia,2515,0.47062302629152936
Australia,2516,0.5984967748324076
Australia,2517,0.6844023863474528
Australia,2518,0.3838687042395274
Australia,2519,0.696232537428538
Australia,2520,0.37714142600695294
Australia,2521,0.4758486847082774
Australia,2522,0.581752081712087
Australia,2523,0.4052362342675527
Australia,2525,0.3029182553291321
Australia,2529,0.463898628950119
Australia,2530,0.446294645468394
Australia,2603,0.21599542101224264
Australia,2605,0.4738110899925232
Australia,2606,0.8204594850540161
Australia,2608,0.23620924850304922
Australia,2609,0.28018513818581897
Australia,2611,0.36998116970062256
Australia,2613,0.35560152928034466
Australia,2614,0.7231444716453552
Australia,2615,0.28547895948092145
Australia,2617,0.3807544708251953
Australia,2618,0.5410286982854208
Australia,2619,0.8039486408233643
