dest_country,cmdCode,commodity,demand_4y_total,demand_yr1,gcc_2023_exp,uv_mean,uv_cagr,viability_score,grade,penetration_pct,is_saturated,ml_growth_prob,imp_exp_ratio,pen_opportunity,dist_km,dist_sensitivity,weighted_dist_km,hs2,lpi_score,mfn_tariff_rate,demand_4y_total_n,uv_mean_n,viability_score_n,pen_opportunity_n,ml_growth_prob_n,uv_cagr_pos,uv_cagr_n,lpi_n,tariff_n_inv,dist_n_inv,landing_cost_n,opportunity_score,opportunity_rationale,gcc_country,recommended_transport,transport_rationale
Egypt,2601,Iron ores and concentrates; including roasted iron pyrites,7638.643975048348,100.0,1717103690.421,0.15226669354797528,-3.57,0.2,D,2.38,False,0.6709800962530806,0.9999999994017238,0.9762,2801.974704298183,0.7,1961.382293008728,26,3.1,1.8918918918918919,6.133111085346503e-09,0.0,0.0,0.9497469235367065,0.7209376777567574,0.0,0.0,0.14285714275510217,0.9950676933917286,0.9254157511553653,0.6793810151098185,0.36395030628276764,"low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity) | ML growth signal (67%) | low landing cost (tariff 1.9%, LPI 3.1)",Oman,Sea,"Standard sea freight; low unit value ($0.2/kg), non-perishable, long-haul route (2,802 km)"
Jordan,3920,"Plastics; plates, sheets, film, foil and strip (not self-adhesive); non-cellular and not reinforced, laminated, supported or similarly combined with other materials, n.e.c. in chapter 39",363734232.20867205,61378167.33922027,497750038.233,1.9131854337591165,2.24,0.4,C,2.73,False,0.41966654469936127,0.9999999980937513,0.9727,2411.4354843049414,1.25,3014.2943553811765,39,2.9,1.493053435114504,0.0002920443024921692,0.004997737172668132,0.2499999996875,0.9370932721001689,0.28829031715350417,2.24,0.12396236855982501,0.0,0.9961074956998979,0.8779492692042783,0.6179303155810287,0.3630789571445431,low GCC penetration (high entry room) | proximity advantage (1.2x sensitivity),Oman,Land,Land-eligible destination (Jordan); road corridor available
France,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",4549093924.896899,994702036.4520378,516081723.51,0.42276043526762186,6.33,0.85,A,24.21,False,0.4128726449262189,0.9999999982980733,0.7579,5614.740144760631,0.7,3930.318101332441,29,3.9,4.501151960784314,0.003652493619312977,0.0007676996087873295,0.8124999989843749,0.16052060679493635,0.2765943191188547,6.33,0.35030437186771973,0.7142857137755102,0.9882651531748946,0.8366538693719394,0.8544695284343713,0.36190997586637835,"stable market (A grade) | low landing cost (tariff 4.5%, LPI 3.9)",Oman,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (5,615 km)"
Jordan,8407,Reciprocating or rotary internal combustion piston engines,236057272.0993821,43713790.24856968,264475312.98,10.467645907383407,-21.31,0.4,C,2.87,False,0.43058083831488725,0.9999999959327318,0.9713,2411.4354843049414,1.25,3014.2943553811765,84,2.9,1.9272118959107805,0.00018953173848899177,0.029276509454929205,0.2499999996875,0.932031811525554,0.30707975487547634,0.0,0.0,0.0,0.994975611444566,0.8779492692042783,0.617477561878896,0.3618327106084602,low GCC penetration (high entry room) | proximity advantage (1.2x sensitivity),Oman,Land,Land-eligible destination (Jordan); road corridor available
Jordan,3907,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",76491944.33364107,15819283.403959615,424633239.908,1.8751550144538114,-3.04,0.4,C,3.24,False,0.4472645000577162,0.9999999982339919,0.9676,2411.4354843049414,1.25,3014.2943553811765,39,2.9,1.493053435114504,6.141582108876757e-05,0.004889801448029589,0.2499999996875,0.9186550942926425,0.33580141422733784,0.0,0.0,0.0,0.9961074956998979,0.8779492692042783,0.6179303155810287,0.3603583476125508,low GCC penetration (high entry room) | proximity advantage (1.2x sensitivity),Oman,Land,Land-eligible destination (Jordan); road corridor available
USA,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",7806483696.602076,1868864682.8309932,294099879.904,18.17069166632008,3.41,1.0,A+,28.65,False,0.4918486428317086,0.9999999970183167,0.7135,11674.011994844457,1.0,11674.011994844457,24,3.8,28.40625,0.006267870561005417,0.05113884600294356,0.99999999875,0.0,0.4125549819385612,3.41,0.18871056999509073,0.6428571423979591,0.9259427374303607,0.4875592777467638,0.717266914248121,0.3596535390413844,"stable market (A+ grade) | low landing cost (tariff 28.4%, LPI 3.8)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (11,674 km)"
India,3902,"Polymers of propylene or of other olefins, in primary forms",8093650995.742753,1982068833.5319653,461634373.79,1.1530727973829928,1.06,0.85,A,20.33,False,0.3812560395486957,0.9999999980429723,0.7967,1934.4078333352675,1.25,2418.0097916690843,39,3.4,9.629236641221375,0.00649843883352365,0.002840429687953515,0.8124999989843749,0.30079537129141204,0.22216493883573005,1.06,0.05866076369348861,0.3571428568877551,0.9748958448832872,0.9048304604192194,0.7411659529688341,0.35963372358139784,"stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 9.6%, LPI 3.4)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (1,934 km)"
Saudi Arabia,3102,"Fertilizers; mineral or chemical, nitrogenous",8006858574.986841,1766090768.6639662,1172143191.924,0.6283533987347913,8.64,0.65,B,17.29,False,0.4486234072054094,0.9999999992485392,0.8271,1209.2672758489014,0.7,846.4870930942309,31,3.4,4.801974286720676,0.006428752700801543,0.00135120160265882,0.562499999296875,0.41070137234019727,0.3381408328027372,8.64,0.4781405644450393,0.3571428568877551,0.987480886403368,0.9756765039525687,0.7639114804602036,0.3590870688974564,"rising prices (+9%/yr) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.4)",Oman,Land,Land-eligible destination (Saudi Arabia); road corridor available
Jordan,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",5063201.229941828,1018991.1414852695,414022914.827,2.270616803934763,-4.13,0.4,C,3.72,False,0.46330667475529747,0.9999999967679519,0.9628,2411.4354843049414,1.5,3617.153226457412,03,2.9,2.6339285714285716,4.065273324968615e-06,0.0060121781031964435,0.2499999996875,0.9013015151796763,0.3634187253446066,0.0,0.0,0.0,0.9931331471136119,0.8507717006820643,0.6099461840159608,0.358515971895845,low GCC penetration (high entry room),Oman,Land,Land-eligible destination (Jordan); road corridor available
China,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",335863573.8088355,160052286.58119377,294099879.904,18.17069166632008,3.41,1.0,A+,28.65,False,0.45623166412463906,0.9999999970183167,0.7135,5652.735000703542,1.0,5652.735000703542,24,3.7,28.328125,0.00026966679091468255,0.05113884600294356,0.99999999875,0.0,0.35123878257323554,3.41,0.18871056999509073,0.5714285710204083,0.9261464152702111,0.7590053424075616,0.7602099015671178,0.35846381626017865,"stable market (A+ grade) | low landing cost (tariff 28.3%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (5,653 km)"
India,7601,Aluminium; unwrought,5030028573.903488,1132075482.917234,657301972.964,2.637248948807116,6.35,0.85,A,21.66,False,0.36429228026618654,0.9999999984236382,0.7834,1934.4078333352675,0.7,1354.085483334687,76,3.4,8.821428571428571,0.0040386388090592855,0.007052732137452391,0.8124999989843749,0.2527114958325686,0.1929610792184833,6.35,0.351411178729861,0.3571428568877551,0.9770018621974529,0.9527933870335161,0.7539990915480745,0.35748395693123053,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 8.8%, LPI 3.4)",Oman,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (1,934 km)"
Indonesia,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,41648622.92,10412155.73,336952800.513,2.516217577612358,3.97,0.65,B,16.48,False,0.6268665991335433,0.9999999970822059,0.8351999999999999,6179.120768609118,1.5,9268.681152913678,04,3.0,5.303030303030303,3.3439918361747146e-05,0.006709227937589933,0.562499999296875,0.4399855370933275,0.644994347292672,3.97,0.21970116213504698,0.07142857137755108,0.9861745951131786,0.5959943475641271,0.5684684249184461,0.3573358465443478,volume-driven opportunity,Oman,Air,"Perishable commodity (HS2 04) on long-haul route (6,179 km > 3,000 km threshold)"
Bahrain,2902,Cyclic hydrocarbons,630098.3908237889,135370.16866472465,490145765.163,1.1769301689171092,13.54,0.4,C,8.66,False,0.37523744007371296,0.9999999974938796,0.9134,856.2098715748632,0.7,599.3469101024042,29,3.5,4.801974286720676,5.059096140942887e-07,0.002908140292557514,0.2499999996875,0.7227042634754003,0.21180365445102067,13.54,0.7493082456696564,0.4285714282653062,0.987480886403368,0.9868178665170145,0.791696821083458,0.3571586849081731,"low GCC penetration (high entry room) | rising prices (+14%/yr) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.5)",Oman,Land,Land-eligible destination (Bahrain); road corridor available
Egypt,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",9129066970.29184,1728481401.0376844,312035640.604,9.692638509898922,18.07,0.2,D,1.56,False,0.4215805888139057,0.9999999968621143,0.9844,2801.974704298183,1.25,3502.468380372729,85,3.1,11.409773584905661,0.0073297802616874965,0.027076928525353445,0.0,0.979392621188024,0.2915854284959533,18.07,0.9999999999446596,0.14285714275510217,0.9702538491269529,0.8559418249225217,0.6520869958456974,0.3565779465245911,"low GCC penetration (high entry room) | rising prices (+18%/yr) | low landing cost (tariff 11.4%, LPI 3.1)",Oman,Sea,"Standard sea freight; low unit value ($9.7/kg), non-perishable, long-haul route (2,802 km)"
Qatar,3902,"Polymers of propylene or of other olefins, in primary forms",437839.552,109459.888,461634373.79,1.1530727973829928,1.06,0.65,B,20.33,False,0.6215999224033459,0.9999999980429723,0.7967,741.2568644570063,1.25,926.5710805712579,39,3.5,4.801974286720676,3.515438890391996e-07,0.002840429687953515,0.562499999296875,0.30079537129141204,0.6359275310689422,1.06,0.05866076369348861,0.4285714282653062,0.987480886403368,0.9720662260556813,0.7880089109681246,0.356411904744704,"proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 3.5)",Oman,Land,Land-eligible destination (Qatar); road corridor available
Australia,3901,"Polymers of ethylene, in primary forms",206206695.60016996,38562565.47416434,855481964.851,1.2066489792286874,3.69,0.85,A,23.14,False,0.512187699093432,0.9999999989238638,0.7686,11538.664558772954,1.25,14423.330698466194,39,3.7,4.576946564885496,0.00016556453930686952,0.002992486491862451,0.8124999989843749,0.199204626900923,0.44756956413833854,3.69,0.20420586606506885,0.5714285710204083,0.9880675508550782,0.3636168410638748,0.686131230465143,0.35639460733187406,"stable market (A grade) | low landing cost (tariff 4.6%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (11,539 km)"
Rep. of Korea,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2287514605.985733,623091764.4551203,294099879.904,18.17069166632008,3.41,0.85,A,28.65,False,0.6292443062875523,0.9999999970183167,0.7135,5202.84326558878,1.0,5202.84326558878,24,3.8,26.379375,0.0018366586050732046,0.05113884600294356,0.8124999989843749,0.0,0.6490876750026567,3.41,0.18871056999509073,0.6428571423979591,0.9312269553074418,0.7792869772068163,0.7923125262639665,0.3559558472080627,"stable market (A grade) | low landing cost (tariff 26.4%, LPI 3.8)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (5,203 km)"
Viet Nam,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",19879127.228865705,4313043.169858789,516081723.51,0.42276043526762186,6.33,0.85,A,24.21,False,0.5916940645639347,0.9999999982980733,0.7579,4845.684270502534,0.7,3391.9789893517736,29,2.9,0.855012987012987,1.596106533733274e-05,0.0007676996087873295,0.8124999989843749,0.16052060679493635,0.5844432781076303,6.33,0.35030437186771973,0.0,0.9977709158625417,0.8609228132425393,0.6143390696556515,0.35576616980995407,stable market (A grade) | proximity advantage (0.7x sensitivity),Oman,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (4,846 km)"
Sweden,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",8307813.6331299655,2836539.0478236396,294099879.904,18.17069166632008,3.41,1.0,A+,28.65,False,0.358889305123697,0.9999999970183167,0.7135,5070.334966840011,1.0,5070.334966840011,24,4.0,28.365384615384617,6.670391244150072e-06,0.05113884600294356,0.99999999875,0.0,0.18365961926795046,3.41,0.18871056999509073,0.7857142851530613,0.9260492766081286,0.7852606031112964,0.841734861224647,0.3538688947783619,"stable market (A+ grade) | low landing cost (tariff 28.4%, LPI 4.0)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (5,070 km)"
South Africa,7207,Iron or non-alloy steel; semi-finished products thereof,841252100.5201565,210313025.13003913,951113434.142,0.6551757130244991,4.39,0.4,C,7.68,False,0.3947076851544098,0.9999999989088993,0.9232,6389.155744422362,0.7,4472.409021095653,72,3.7,4.800419161676646,0.0006754461394096517,0.0014273271353830539,0.2499999996875,0.7581344874977062,0.24532253989266525,4.39,0.24294410624001414,0.5714285710204083,0.9874849407330917,0.8122157897085622,0.7980479235775201,0.3534234375844655,"low GCC penetration (high entry room) | low landing cost (tariff 4.8%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($0.7/kg), non-perishable, long-haul route (6,389 km)"
Egypt,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",38482844.596,9620711.149,239537182.98,12.543448843234973,14.1,0.2,D,0.99,False,0.43204997324294403,0.9999999952281011,0.9901,2801.974704298183,1.25,3502.468380372729,87,3.1,21.91183908045977,3.089809677717052e-05,0.03516793264143871,0.0,0.999999996384671,0.309608935435236,14.1,0.7802988378096126,0.14285714275510217,0.9428741625464363,0.8559418249225217,0.6411351212134908,0.3530096059458648,low GCC penetration (high entry room) | rising prices (+14%/yr),Oman,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (2,802 km)"
Tunisia,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",1843299262.3129077,384361101.4112501,285588007.355,352.49547310230867,8.4,0.2,D,5.88,False,0.3515999720839435,0.9999999960686985,0.9412,4822.898525035154,1.25,6028.623156293943,85,2.9,5.856174242424243,0.001479995556309557,0.9999999999971619,0.0,0.823210409171329,0.17111071101883316,8.4,0.46485888209934373,0.0,0.9847325066305911,0.7420598737491848,0.5794079710895327,0.3529801139514381,low GCC penetration (high entry room) | rising prices (+8%/yr) | premium unit value ($352/kg),Oman,Air,High unit value ($352/kg > $50/kg threshold); air freight cost-competitive
Belgium,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2400931548.4114876,499446103.21094024,294099879.904,18.17069166632008,3.41,1.0,A+,28.65,False,0.35219178868352896,0.9999999970183167,0.7135,5512.731076201994,1.0,5512.731076201994,24,4.0,28.365384615384617,0.0019277217190407723,0.05113884600294356,0.99999999875,0.0,0.17212954939101346,3.41,0.18871056999509073,0.7857142851530613,0.9260492766081286,0.7653168797077045,0.836748930373749,0.35244826099498267,"stable market (A+ grade) | low landing cost (tariff 28.4%, LPI 4.0)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (5,513 km)"
Tunisia,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",14563413421.500458,3258440367.006397,312035640.604,9.692638509898922,18.07,0.2,D,1.56,False,0.4500449724141419,0.9999999968621143,0.9844,4822.898525035154,1.25,6028.623156293943,85,2.9,5.856174242424243,0.011693048214794324,0.027076928525353445,0.0,0.979392621188024,0.34058811999310606,18.07,0.9999999999446596,0.0,0.9847325066305911,0.7420598737491848,0.5794079710895327,0.35166717894915844,low GCC penetration (high entry room) | rising prices (+18%/yr),Oman,Sea,"Standard sea freight; low unit value ($9.7/kg), non-perishable, long-haul route (4,823 km)"
Saudi Arabia,7601,Aluminium; unwrought,2505902734.0,626475683.5,657301972.964,2.637248948807116,6.35,0.65,B,21.66,False,0.6150747634954938,0.9999999984236382,0.7834,1209.2672758489014,0.7,846.4870930942309,76,3.4,4.801974286720676,0.002012003686373959,0.007052732137452391,0.562499999296875,0.2527114958325686,0.6246941822839461,6.35,0.351411178729861,0.3571428568877551,0.987480886403368,0.9756765039525687,0.7639114804602036,0.35163746685642483,"proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.4)",Oman,Land,Land-eligible destination (Saudi Arabia); road corridor available
Lebanon,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",305004589.07391024,57542871.73775585,312035640.604,9.692638509898922,18.07,0.2,D,1.56,False,0.43293572354496923,0.9999999968621143,0.9844,2518.6778057192737,1.25,3148.347257149092,85,2.9,3.643056603773585,0.0002448899349729039,0.027076928525353445,0.0,0.979392621188024,0.3111337936370939,18.07,0.9999999999446596,0.0,0.9905022732862762,0.8719060108262517,0.6141774120210735,0.351075122883333,low GCC penetration (high entry room) | rising prices (+18%/yr) | proximity advantage (1.2x sensitivity),Oman,Sea,"Standard sea freight; low unit value ($9.7/kg), non-perishable, long-haul route (2,519 km)"
