dest_country,cmdCode,commodity,demand_4y_total,demand_yr1,gcc_2023_exp,uv_mean,uv_cagr,viability_score,grade,penetration_pct,is_saturated,ml_growth_prob,imp_exp_ratio,pen_opportunity,dist_km,dist_sensitivity,weighted_dist_km,hs2,lpi_score,mfn_tariff_rate,demand_4y_total_n,uv_mean_n,viability_score_n,pen_opportunity_n,ml_growth_prob_n,uv_cagr_pos,uv_cagr_n,lpi_n,tariff_n_inv,dist_n_inv,landing_cost_n,opportunity_score,opportunity_rationale,gcc_country,recommended_transport,transport_rationale
Indonesia,7214,"Iron or non-alloy steel; bars and rods, not further worked than forged, hot-rolled, hot drawn or hot-extruded, but including those twisted after rolling",294013308.6741717,62086058.71506569,614552456.776,0.8357842483119169,8.91,0.65,B,9.69,False,0.3965773665885125,0.9999999984190243,0.9031,6179.120768609118,0.7,4325.384538026383,72,3.0,8.150658682634731,0.00023606497286156767,0.0019399197780162072,0.562499999296875,0.6854663749621606,0.2485412789245735,8.91,0.4930824570839467,0.07142857137755108,0.9787506105108773,0.818843821831445,0.621211199644355,0.3826163670311127,low GCC penetration (high entry room) | rising prices (+9%/yr),Oman,Sea,"Standard sea freight; low unit value ($0.8/kg), non-perishable, long-haul route (6,179 km)"
Netherlands,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",8566101624.0,2141525406.0,516081723.51,0.42276043526762186,6.33,0.85,A,24.21,False,0.48149174191522914,0.9999999982980733,0.7579,5514.0668408475885,0.7,3859.846788593312,29,4.1,4.501151960784314,0.006877772154320958,0.0007676996087873295,0.8124999989843749,0.16052060679493635,0.3947251203260789,6.33,0.35030437186771973,0.8571428565306121,0.9882651531748946,0.8398307968796974,0.9052637602755964,0.38214851039703657,"stable market (A grade) | low landing cost (tariff 4.5%, LPI 4.1)",Oman,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (5,514 km)"
Poland,3902,"Polymers of propylene or of other olefins, in primary forms",2668525700.59548,584972985.1674614,461634373.79,1.1530727973829928,1.06,0.85,A,20.33,False,0.5014975987372494,0.9999999980429723,0.7967,4497.64533702674,1.25,5622.056671283425,39,3.6,5.946183206106871,0.002142574599538211,0.002840429687953515,0.8124999989843749,0.30079537129141204,0.42916608499806763,1.06,0.05866076369348861,0.4999999996428573,0.9844978463900784,0.7603883566418447,0.7588962275914926,0.381904413332534,"stable market (A grade) | low landing cost (tariff 5.9%, LPI 3.6)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (4,498 km)"
Morocco,2902,Cyclic hydrocarbons,31934.766816938143,7313.30478604445,490145765.163,1.1769301689171092,13.54,0.65,B,8.66,False,0.3213502252401091,0.9999999974938796,0.9134,6378.632278897208,0.7,4465.042595228046,29,2.9,2.5,2.5640607549284205e-08,0.002908140292557514,0.562499999296875,0.7227042634754003,0.11903443797271354,13.54,0.7493082456696564,0.0,0.9934823091247842,0.8125478766253944,0.6005298928062623,0.3817066038733864,low GCC penetration (high entry room) | rising prices (+14%/yr),Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (6,379 km)"
Chile,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",7678909555.6257715,1919727388.9064429,414022914.827,2.270616803934763,-4.13,0.65,B,3.72,False,0.3908098022957871,0.9999999967679519,0.9628,14992.773573166683,1.5,22489.160359750025,03,3.0,6.0,0.0061654405510741875,0.0060121781031964435,0.562499999296875,0.9013015151796763,0.23861216267544905,0.0,0.0,0.07142857137755108,0.9843575418994821,4.5075054799781356e-14,0.41874301674194697,0.3813951842791395,low GCC penetration (high entry room),Oman,Air,"Perishable commodity (HS2 03) on long-haul route (14,993 km > 3,000 km threshold)"
Kuwait,8430,"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals, or ores; pile drivers and extractors; snow ploughs and snow blowers",16662640.0,4165660.0,334784108.709,3.7206511087896206,-9.62,0.4,C,5.75,False,0.595778911250302,0.9999999934697218,0.9425,1233.6799990992486,1.25,1542.0999988740607,84,3.2,4.801974286720676,1.3378529282023677e-05,0.01012758114907929,0.2499999996875,0.8279103368477573,0.5914755217984287,0.0,0.0,0.21428571413265327,0.987480886403368,0.9443174772901294,0.7060717238303081,0.38135265337419666,"low GCC penetration (high entry room) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 3.2)",Oman,Land,Land-eligible destination (Kuwait); road corridor available
Canada,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",185134839.6714012,54405834.13687898,294099879.904,18.17069166632008,3.41,1.0,A+,28.65,False,0.5530049151362431,0.9999999970183167,0.7135,11058.188275133885,1.0,11058.188275133885,24,4.0,5.15625,0.0001486458252513767,0.05113884600294356,0.99999999875,0.0,0.5178382013802113,3.41,0.18871056999509073,0.7857142851530613,0.9865572625698674,0.5153213164974921,0.7984532339558914,0.3808300027577765,"stable market (A+ grade) | low landing cost (tariff 5.2%, LPI 4.0)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (11,058 km)"
Bahrain,7207,Iron or non-alloy steel; semi-finished products thereof,984821902.8,246205475.7,951113434.142,0.6551757130244991,4.39,0.4,C,7.68,False,0.5560789274702189,0.9999999989088993,0.9232,856.2098715748632,0.7,599.3469101024042,72,3.5,4.801974286720676,0.0007907191575997606,0.0014273271353830539,0.2499999996875,0.7581344874977062,0.5231302491608986,4.39,0.24294410624001414,0.4285714282653062,0.987480886403368,0.9868178665170145,0.791696821083458,0.38028036139172694,"low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.5)",Oman,Land,Land-eligible destination (Bahrain); road corridor available
South Africa,3907,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",229445953.8,57361488.45,424633239.908,1.8751550144538114,-3.04,0.4,C,3.24,False,0.44010314018186075,0.9999999982339919,0.9676,6389.155744422362,1.25,7986.444680527952,39,3.7,6.6076335877862595,0.0001842234730844063,0.004889801448029589,0.2499999996875,0.9186550942926425,0.3234728174228133,0.0,0.0,0.5714285710204083,0.9827733947432464,0.6537990366246589,0.7565591169106063,0.37995051004453395,"low GCC penetration (high entry room) | low landing cost (tariff 6.6%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($1.9/kg), non-perishable, long-haul route (6,389 km)"
Bahrain,8407,Reciprocating or rotary internal combustion piston engines,44447915.84,11111978.96,264475312.98,10.467645907383407,-21.31,0.4,C,2.87,False,0.3860247565065978,0.9999999959327318,0.9713,856.2098715748632,1.25,1070.262339468579,84,3.5,4.801974286720676,3.5687486712211514e-05,0.029276509454929205,0.2499999996875,0.932031811525554,0.23037449535405136,0.0,0.0,0.4285714282653062,0.987480886403368,0.9655884594968952,0.7863894693284281,0.37946050971080325,"low GCC penetration (high entry room) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 3.5)",Oman,Land,Land-eligible destination (Bahrain); road corridor available
Switzerland,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",1692415234.9442449,291544344.74220014,294099879.904,18.17069166632008,3.41,1.0,A+,28.65,False,0.4524006186050188,0.9999999970183167,0.7135,5202.84326558878,1.0,5202.84326558878,24,4.1,0.0,0.001358849904819678,0.05113884600294356,0.99999999875,0.0,0.34464346878228647,3.41,0.18871056999509073,0.8571428565306121,1.0,0.7792869772068163,0.8948217440874183,0.3782683570376051,"stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.1)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (5,203 km)"
Morocco,7214,"Iron or non-alloy steel; bars and rods, not further worked than forged, hot-rolled, hot drawn or hot-extruded, but including those twisted after rolling",124253267.30045791,23457292.986187685,614552456.776,0.8357842483119169,8.91,0.65,B,9.69,False,0.39132275725870747,0.9999999984190243,0.9031,6378.632278897208,0.7,4465.042595228046,72,2.9,5.181197604790419,9.976366139857137e-05,0.0019399197780162072,0.562499999296875,0.6854663749621606,0.2394952372627277,8.91,0.4930824570839467,0.0,0.986492222259427,0.8125478766253944,0.5977338580601195,0.37815608629942704,low GCC penetration (high entry room) | rising prices (+9%/yr),Oman,Sea,"Standard sea freight; low unit value ($0.8/kg), non-perishable, long-haul route (6,379 km)"
Australia,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",17363080.74,4340770.185,516081723.51,0.42276043526762186,6.33,0.85,A,24.21,False,0.5773745936334503,0.9999999982980733,0.7579,11538.664558772954,0.7,8077.065191141068,29,3.7,0.6300731707317073,1.3940917171962624e-05,0.0007676996087873295,0.8124999989843749,0.16052060679493635,0.5597916774875785,6.33,0.35030437186771973,0.5714285710204083,0.9983573511377615,0.6497137601945231,0.7617713803608782,0.37541535131669157,"stable market (A grade) | low landing cost (tariff 0.6%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (11,539 km)"
Viet Nam,3102,"Fertilizers; mineral or chemical, nitrogenous",2708701779.862416,448168606.2159581,1172143191.924,0.6283533987347913,8.64,0.85,A,17.29,False,0.3825996142922811,0.9999999992485392,0.8271,4845.684270502534,0.7,3391.9789893517736,31,2.9,1.6666666666666667,0.0021748322041500617,0.00135120160265882,0.8124999989843749,0.41070137234019727,0.22447796200137965,8.64,0.4781405644450393,0.0,0.9956548727498561,0.8609228132425393,0.6134926524105773,0.37409447742321383,rising prices (+9%/yr) | stable market (A grade) | proximity advantage (0.7x sensitivity),Oman,Sea,"Standard sea freight; low unit value ($0.6/kg), non-perishable, long-haul route (4,846 km)"
Chile,7207,Iron or non-alloy steel; semi-finished products thereof,78606259.63663125,15934430.871358251,951113434.142,0.6551757130244991,4.39,0.65,B,7.68,False,0.3645120697460891,0.9999999989088993,0.9232,14992.773573166683,0.7,10494.941501216677,72,3.0,6.0,6.311341697948386e-05,0.0014273271353830539,0.562499999296875,0.7581344874977062,0.19333945649969356,4.39,0.24294410624001414,0.07142857137755108,0.9843575418994821,0.5407131263015401,0.5539212983173207,0.3739530521974058,low GCC penetration (high entry room),Oman,Sea,"Standard sea freight; low unit value ($0.7/kg), non-perishable, long-haul route (14,993 km)"
Kuwait,7207,Iron or non-alloy steel; semi-finished products thereof,72354854.64498469,9717603.45249118,951113434.142,0.6551757130244991,4.39,0.4,C,7.68,False,0.5868403057534358,0.9999999989088993,0.9232,1233.6799990992486,0.7,863.575999369474,72,3.2,4.801974286720676,5.8094128035202974e-05,0.0014273271353830539,0.2499999996875,0.7581344874977062,0.5760873182901659,4.39,0.24294410624001414,0.21428571413265327,0.987480886403368,0.9749061164812256,0.7137188836280822,0.3736962214289562,"low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.2)",Oman,Land,Land-eligible destination (Kuwait); road corridor available
France,3901,"Polymers of ethylene, in primary forms",8356344279.673794,1973359584.164128,855481964.851,1.2066489792286874,3.69,0.85,A,23.14,False,0.487397081733285,0.9999999989238638,0.7686,5614.740144760631,1.25,7018.425180950789,39,3.9,5.946183206106871,0.006709356778774966,0.002992486491862451,0.8124999989843749,0.199204626900923,0.40489142321723454,3.69,0.20420586606506885,0.7142857137755102,0.9844978463900784,0.6974384645949753,0.8181587545262038,0.3735668699087898,"stable market (A grade) | low landing cost (tariff 5.9%, LPI 3.9)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (5,615 km)"
Thailand,3102,"Fertilizers; mineral or chemical, nitrogenous",396143982.52,99035995.63,1172143191.924,0.6283533987347913,8.64,0.65,B,17.29,False,0.5327010504886656,0.9999999992485392,0.8271,4527.638574222172,0.7,3169.34700195552,31,3.5,2.75,0.00031806627701500456,0.00135120160265882,0.562499999296875,0.41070137234019727,0.4828842030959508,8.64,0.4781405644450393,0.4285714282653062,0.9928305400372627,0.8709593182738027,0.764872045476213,0.37217781907323255,"rising prices (+9%/yr) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 2.8%, LPI 3.5)",Oman,Sea,"Standard sea freight; low unit value ($0.6/kg), non-perishable, long-haul route (4,528 km)"
Australia,7601,Aluminium; unwrought,15859171406.317062,3836165124.395637,657301972.964,2.637248948807116,6.35,0.85,A,21.66,False,0.4290858059157583,0.9999999984236382,0.7834,11538.664558772954,0.7,8077.065191141068,76,3.7,4.142857142857143,0.012733419737091207,0.007052732137452391,0.8124999989843749,0.2527114958325686,0.3045059906773239,6.35,0.351411178729861,0.5714285710204083,0.989199255121071,0.6497137601945231,0.7581081419542021,0.3714285008700417,"stable market (A grade) | low landing cost (tariff 4.1%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (11,539 km)"
Poland,7601,Aluminium; unwrought,2491564000.0,622891000.0,657301972.964,2.637248948807116,6.35,0.85,A,21.66,False,0.41922751361987876,0.9999999984236382,0.7834,4497.64533702674,0.7,3148.3517359187176,76,3.6,6.378,0.002000491034556111,0.007052732137452391,0.8124999989843749,0.2527114958325686,0.28753450579121753,6.35,0.351411178729861,0.4999999996428573,0.9833720670391495,0.8719058089181863,0.7863252789202063,0.3712806907506979,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 6.4%, LPI 3.6)",Oman,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (4,498 km)"
Mexico,8430,"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals, or ores; pile drivers and extractors; snow ploughs and snow blowers",583650472.0,145912618.0,334784108.709,3.7206511087896206,-9.62,0.65,B,5.75,False,0.3992633427399816,0.9999999934697218,0.9425,14658.623275582322,1.25,18323.279094477904,84,2.9,2.9290503875968996,0.00046861631350848007,0.01012758114907929,0.562499999296875,0.8279103368477573,0.2531653053067242,0.0,0.0,0.0,0.992363742006285,0.18780269972679975,0.4438961717342139,0.3708091082785436,low GCC penetration (high entry room),Oman,Sea,"Standard sea freight; low unit value ($3.7/kg), non-perishable, long-haul route (14,659 km)"
France,7601,Aluminium; unwrought,6961301697.428261,1561861485.9562874,657301972.964,2.637248948807116,6.35,0.85,A,21.66,False,0.3519320196449912,0.9999999984236382,0.7834,5614.740144760631,0.7,3930.318101332441,76,3.9,6.378,0.005589269083413259,0.007052732137452391,0.8124999989843749,0.2527114958325686,0.17168234553672476,6.35,0.351411178729861,0.7142857137755102,0.9833720670391495,0.8366538693719394,0.8525122939800732,0.370520721496443,"stable market (A grade) | low landing cost (tariff 6.4%, LPI 3.9)",Oman,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (5,615 km)"
Qatar,3102,"Fertilizers; mineral or chemical, nitrogenous",9882504132.2588,2080207551.6878884,1172143191.924,0.6283533987347913,8.64,0.65,B,17.29,False,0.4871326413387421,0.9999999992485392,0.8271,741.2568644570063,0.7,518.8798051199044,31,3.5,4.801974286720676,0.007934719282967425,0.00135120160265882,0.562499999296875,0.41070137234019727,0.4044361774176008,8.64,0.4781405644450393,0.4285714282653062,0.987480886403368,0.9904454157899347,0.792603708401688,0.3703969291957069,"rising prices (+9%/yr) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.5)",Oman,Land,Land-eligible destination (Qatar); road corridor available
United Kingdom,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",0.0,0.0,294099879.904,18.17069166632008,3.41,1.0,A+,28.65,False,0.5258434582203564,0.9999999970183167,0.7135,5835.853532233495,1.0,5835.853532233495,24,3.7,26.307692307692307,0.0,0.05113884600294356,0.99999999875,0.0,0.47107855562236817,3.41,0.18871056999509073,0.5714285710204083,0.9314138375592678,0.750750149231988,0.7602530721888471,0.3703868524606227,"stable market (A+ grade) | low landing cost (tariff 26.3%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (5,836 km)"
Lebanon,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",70394107.82525966,15123116.28135765,239537182.98,12.543448843234973,14.1,0.2,D,0.99,False,0.5551686512284608,0.9999999952281011,0.9901,2518.6778057192737,1.25,3148.347257149092,87,2.9,5.0,5.65198331610218e-05,0.03516793264143871,0.0,0.999999996384671,0.5215631684723258,14.1,0.7802988378096126,0.0,0.9869646182495684,0.8719060108262517,0.6127623500063903,0.36995551900260465,low GCC penetration (high entry room) | rising prices (+14%/yr) | proximity advantage (1.2x sensitivity),Oman,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (2,519 km)"
Lebanon,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",24909492.0,6227373.0,285588007.355,352.49547310230867,8.4,0.2,D,5.88,False,0.42157455372719993,0.9999999960686985,0.9412,2518.6778057192737,1.25,3148.347257149092,85,2.9,3.643056603773585,1.999997408107806e-05,0.9999999999971619,0.0,0.823210409171329,0.2915750388280738,8.4,0.46485888209934373,0.0,0.9905022732862762,0.8719060108262517,0.6141774120210735,0.36987696397653613,low GCC penetration (high entry room) | rising prices (+8%/yr) | premium unit value ($352/kg) | proximity advantage (1.2x sensitivity),Oman,Air,High unit value ($352/kg > $50/kg threshold); air freight cost-competitive
Viet Nam,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,586756013.5150874,119379900.35272418,336952800.513,2.516217577612358,3.97,0.85,A,16.48,False,0.41606723947839735,0.9999999970822059,0.8351999999999999,4845.684270502534,1.5,7268.526405753801,04,2.9,16.046875,0.0004711097706134848,0.006709227937589933,0.8124999989843749,0.4399855370933275,0.28209395450521824,3.97,0.21970116213504698,0.0,0.9581645716947087,0.686163614873615,0.5548067323962873,0.36910597078784146,stable market (A grade),Oman,Air,"Perishable commodity (HS2 04) on long-haul route (4,846 km > 3,000 km threshold)"
Egypt,2902,Cyclic hydrocarbons,0.0,0.0,490145765.163,1.1769301689171092,13.54,0.2,D,8.66,False,0.8294518125552609,0.9999999974938796,0.9134,2801.974704298183,0.7,1961.382293008728,29,3.1,1.8363636363636364,0.0,0.002908140292557514,0.0,0.7227042634754003,0.9937537251387081,13.54,0.7493082456696564,0.14285714275510217,0.9952124597934778,0.9254157511553653,0.6794389216705183,0.36851488065009735,"low GCC penetration (high entry room) | rising prices (+14%/yr) | proximity advantage (0.7x sensitivity) | ML growth signal (83%) | low landing cost (tariff 1.8%, LPI 3.1)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (2,802 km)"
Italy,3901,"Polymers of ethylene, in primary forms",5306554786.544792,1154782279.1265135,855481964.851,1.2066489792286874,3.69,0.85,A,23.14,False,0.4914811709724205,0.9999999989238638,0.7686,4698.386967011885,1.25,5872.983708764856,39,3.7,5.946183206106871,0.00426066329215853,0.002992486491862451,0.8124999989843749,0.199204626900923,0.41192236292922385,3.69,0.20420586606506885,0.5714285710204083,0.9844978463900784,0.749076278338919,0.781068207997904,0.36809420852908964,"stable market (A grade) | low landing cost (tariff 5.9%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (4,698 km)"
Poland,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",988124076.0,247031019.0,516081723.51,0.42276043526762186,6.33,0.85,A,24.21,False,0.5101199437885118,0.9999999982980733,0.7579,4497.64533702674,0.7,3148.3517359187176,29,3.6,4.501151960784314,0.0007933704914130407,0.0007676996087873295,0.8124999989843749,0.16052060679493635,0.4440098322038039,6.33,0.35030437186771973,0.4999999996428573,0.9882651531748946,0.8719058089181863,0.7882825133745045,0.3680086941339183,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.5%, LPI 3.6)",Oman,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (4,498 km)"
Spain,3901,"Polymers of ethylene, in primary forms",9281386685.403854,2000306146.201456,855481964.851,1.2066489792286874,3.69,0.85,A,23.14,False,0.4568840558852609,0.9999999989238638,0.7686,6038.499664401502,1.25,7548.124580501877,39,3.9,5.946183206106871,0.00745207863510585,0.002992486491862451,0.8124999989843749,0.199204626900923,0.35236190375618537,3.69,0.20420586606506885,0.7142857137755102,0.9844978463900784,0.673559008858054,0.8121888905919734,0.3676041188366331,"stable market (A grade) | low landing cost (tariff 5.9%, LPI 3.9)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (6,038 km)"
South Africa,8430,"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals, or ores; pile drivers and extractors; snow ploughs and snow blowers",528571435.00002027,113064989.054657,334784108.709,3.7206511087896206,-9.62,0.4,C,5.75,False,0.4638302377043868,0.9999999934697218,0.9425,6389.155744422362,1.25,7986.444680527952,84,3.7,1.3124163568773235,0.0004243930386054698,0.01012758114907929,0.2499999996875,0.8279103368477573,0.36432006204783146,0.0,0.0,0.5714285710204083,0.9965784303545187,0.6537990366246589,0.7620811311551152,0.3671412721251888,"low GCC penetration (high entry room) | low landing cost (tariff 1.3%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($3.7/kg), non-perishable, long-haul route (6,389 km)"
Italy,7601,Aluminium; unwrought,8384496390.506784,1820545249.2579448,657301972.964,2.637248948807116,6.35,0.85,A,21.66,False,0.3655083991657977,0.9999999984236382,0.7834,4698.386967011885,0.7,3288.870876908319,76,3.7,6.378,0.006731960270126272,0.007052732137452391,0.8124999989843749,0.2527114958325686,0.1950546815286,6.35,0.351411178729861,0.5714285710204083,0.9833720670391495,0.8655710450685479,0.8097415879399397,0.36672802198628873,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 6.4%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (4,698 km)"
United Arab Emirates,3901,"Polymers of ethylene, in primary forms",11072933676.0,2768233419.0,855481964.851,1.2066489792286874,3.69,0.85,A,23.14,False,0.3566777373342423,0.9999999989238638,0.7686,438.48270370145906,1.25,548.1033796268239,39,4.0,4.801974286720676,0.008890521995450425,0.002992486491862451,0.8124999989843749,0.199204626900923,0.1798523077999168,3.69,0.20420586606506885,0.7857142851530613,0.987480886403368,0.9891279835736551,0.9172743502583325,0.3664755890310462,"stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (438 km)"
Rep. of Korea,3901,"Polymers of ethylene, in primary forms",23347541833.1315,5611547212.768319,855481964.851,1.2066489792286874,3.69,0.85,A,23.14,False,0.43677784933200653,0.9999999989238638,0.7686,5202.84326558878,1.25,6503.554081985975,39,3.8,6.338549618320611,0.018745875328148632,0.002992486491862451,0.8124999989843749,0.199204626900923,0.3177481825969828,3.69,0.20420586606506885,0.6428571423979591,0.9834749171962277,0.7206494435546833,0.7985523276064477,0.36492071144614463,"stable market (A grade) | low landing cost (tariff 6.3%, LPI 3.8)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (5,203 km)"
Malaysia,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",6255074978.401403,1470901189.5388858,516081723.51,0.42276043526762186,6.33,0.85,A,24.21,False,0.4848716693335541,0.9999999982980733,0.7579,5153.724494012463,0.7,3607.6071458087235,29,3.6,0.11282926829268292,0.0050222355977082135,0.0007676996087873295,0.8124999989843749,0.16052060679493635,0.40054381441371656,6.33,0.35030437186771973,0.4999999996428573,0.9997058454830366,0.8512020489333643,0.7876828503015557,0.364629359170541,"stable market (A grade) | low landing cost (tariff 0.1%, LPI 3.6)",Oman,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (5,154 km)"
United Arab Emirates,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",353150384.12,88287596.03,516081723.51,0.42276043526762186,6.33,0.85,A,24.21,False,0.3759259519957781,0.9999999982980733,0.7579,438.48270370145906,0.7,306.9378925910213,29,4.0,4.801974286720676,0.00028354647012162113,0.0007676996087873295,0.8124999989843749,0.16052060679493635,0.21298895808460402,6.33,0.35030437186771973,0.7857142851530613,0.987480886403368,1.0,0.9199923543649187,0.36453562686523755,"stable market (A grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 4.0)",Oman,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (438 km)"
South Africa,2902,Cyclic hydrocarbons,22785772.724451527,5356711.29529669,490145765.163,1.1769301689171092,13.54,0.4,C,8.66,False,0.40793431688563686,0.9999999974938796,0.9134,6389.155744422362,0.7,4472.409021095653,29,3.7,0.41980487804878047,1.8294827686825807e-05,0.002908140292557514,0.2499999996875,0.7227042634754003,0.2680927696427447,13.54,0.7493082456696564,0.5714285710204083,0.9989055366307882,0.8122157897085622,0.8026161619365987,0.3644299447848348,"low GCC penetration (high entry room) | rising prices (+14%/yr) | low landing cost (tariff 0.4%, LPI 3.7)",Oman,Sea,"Standard sea freight; low unit value ($1.2/kg), non-perishable, long-haul route (6,389 km)"
Egypt,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",675035338.9130154,66895805.77448653,269953560.046,17.859171182658955,12.07,0.2,D,1.19,False,0.5192820545667367,0.9999999960064222,0.9881,2801.974704298183,1.25,3502.468380372729,87,3.1,21.91183908045977,0.0005419897476059347,0.050254706680845085,0.0,0.9927693384209351,0.4597828099093309,12.07,0.6679579413022713,0.14285714275510217,0.9428741625464363,0.8559418249225217,0.6411351212134908,0.3643944820007725,low GCC penetration (high entry room) | rising prices (+12%/yr),Oman,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (2,802 km)"
Germany,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",5660572433.451654,1615627303.9583943,294099879.904,18.17069166632008,3.41,1.0,A+,28.65,False,0.3906068610611635,0.9999999970183167,0.7135,4972.311357537517,1.0,4972.311357537517,24,4.1,28.365384615384617,0.004544906092548899,0.05113884600294356,0.99999999875,0.0,0.2382627903914053,3.41,0.18871056999509073,0.8571428565306121,0.9260492766081286,0.7896796197110809,0.8678396153567358,0.3643794839358469,"stable market (A+ grade) | low landing cost (tariff 28.4%, LPI 4.1)",Oman,Sea,"Standard sea freight; low unit value ($18.2/kg), non-perishable, long-haul route (4,972 km)"
Jordan,7207,Iron or non-alloy steel; semi-finished products thereof,374041.464,93510.366,951113434.142,0.6551757130244991,4.39,0.4,C,7.68,False,0.6021080953087479,0.9999999989088993,0.9232,2411.4354843049414,0.7,1688.0048390134589,72,2.9,1.5462048192771085,3.0032003805009317e-07,0.0014273271353830539,0.2499999996875,0.7581344874977062,0.6023714912387135,4.39,0.24294410624001414,0.0,0.9959689259832731,0.9377399199531491,0.6328225503815965,0.3641757402848388,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Oman,Land,Land-eligible destination (Jordan); road corridor available
